"item" "cond" "region" "subj" "expt" "rt" "region.id" "region2" "probs" "dist.exp" "dist.noexp" "exp" "dist" "int" "lrt"
"2130" 5 "d" "MainVerb" 8 "CP1" 687 4 "crit" 0 0 1 -1 1 -1 6.53233429222235
"2131" 5 "d" "MainVerb" 24 "CP1" 765 4 "crit" 0 0 1 -1 1 -1 6.63987583382654
"2134" 5 "d" "MainVerb" 28 "CP1" 1734 4 "crit" 0 0 1 -1 1 -1 7.45818615734049
"2137" 5 "d" "MainVerb" 12 "CP1" 860 4 "crit" 0 0 1 -1 1 -1 6.75693238924755
"2140" 5 "d" "MainVerb" 56 "CP1" 1812 4 "crit" 0 0 1 -1 1 -1 7.50218648660292
"2143" 5 "d" "MainVerb" 52 "CP1" 3328 4 "crit" 0 0 1 -1 1 -1 8.1101268019411
"2144" 5 "d" "MainVerb" 32 "CP1" 484 4 "crit" 0 0 1 -1 1 -1 6.18208490671663
"2150" 5 "d" "MainVerb" 36 "CP1" 468 4 "crit" 0 0 1 -1 1 -1 6.14846829591765
"2154" 5 "d" "MainVerb" 4 "CP1" 609 4 "crit" 0 0 1 -1 1 -1 6.4118182677099
"2156" 5 "d" "MainVerb" 60 "CP1" 1890 4 "crit" 0 0 1 -1 1 -1 7.54433210805369
"2159" 5 "d" "MainVerb" 44 "CP1" 578 4 "crit" 0 0 1 -1 1 -1 6.35957386867238
"2160" 5 "d" "MainVerb" 48 "CP1" 1750 4 "crit" 0 0 1 -1 1 -1 7.46737106691756
"2161" 6 "a" "CPLightVerb" 24 "CP1" 703 4 "crit" 1 -1 0 1 -1 -1 6.55535689181067
"2165" 6 "a" "CPLightVerb" 52 "CP1" 860 4 "crit" 1 -1 0 1 -1 -1 6.75693238924755
"2167" 6 "a" "CPLightVerb" 16 "CP1" 531 4 "crit" 1 -1 0 1 -1 -1 6.27476202124194
"2172" 6 "a" "CPLightVerb" 56 "CP1" 438 4 "crit" 1 -1 0 1 -1 -1 6.08221891037645
"2174" 6 "a" "CPLightVerb" 40 "CP1" 531 4 "crit" 1 -1 0 1 -1 -1 6.27476202124194
"2175" 6 "a" "CPLightVerb" 4 "CP1" 844 4 "crit" 1 -1 0 1 -1 -1 6.73815249459596
"2176" 6 "a" "CPLightVerb" 48 "CP1" 843 4 "crit" 1 -1 0 1 -1 -1 6.73696695800186
"2178" 6 "a" "CPLightVerb" 32 "CP1" 625 4 "crit" 1 -1 0 1 -1 -1 6.4377516497364
"2183" 6 "a" "CPLightVerb" 36 "CP1" 453 4 "crit" 1 -1 0 1 -1 -1 6.11589212548303
"2186" 6 "a" "CPLightVerb" 12 "CP1" 1125 4 "crit" 1 -1 0 1 -1 -1 7.02553831463852
"2190" 6 "a" "CPLightVerb" 44 "CP1" 484 4 "crit" 1 -1 0 1 -1 -1 6.18208490671663
"2194" 6 "a" "CPLightVerb" 8 "CP1" 469 4 "crit" 1 -1 0 1 -1 -1 6.15060276844628
"2197" 6 "a" "CPLightVerb" 28 "CP1" 485 4 "crit" 1 -1 0 1 -1 -1 6.18414889093748
"2198" 6 "a" "CPLightVerb" 20 "CP1" 594 4 "crit" 1 -1 0 1 -1 -1 6.38687931936265
"2201" 6 "a" "CPLightVerb" 60 "CP1" 375 4 "crit" 1 -1 0 1 -1 -1 5.92692602597041
"2209" 6 "b" "CPLightVerb" 25 "CP1" 594 4 "crit" 1 1 0 1 1 1 6.38687931936265
"2210" 6 "b" "CPLightVerb" 21 "CP1" 516 4 "crit" 1 1 0 1 1 1 6.24610676548156
"2212" 6 "b" "CPLightVerb" 13 "CP1" 454 4 "crit" 1 1 0 1 1 1 6.11809719804135
"2214" 6 "b" "CPLightVerb" 37 "CP1" 438 4 "crit" 1 1 0 1 1 1 6.08221891037645
"2216" 6 "b" "CPLightVerb" 49 "CP1" 484 4 "crit" 1 1 0 1 1 1 6.18208490671663
"2221" 6 "b" "CPLightVerb" 41 "CP1" 421 4 "crit" 1 1 0 1 1 1 6.04263283368238
"2224" 6 "b" "CPLightVerb" 1 "CP1" 469 4 "crit" 1 1 0 1 1 1 6.15060276844628
"2229" 6 "b" "CPLightVerb" 5 "CP1" 437 4 "crit" 1 1 0 1 1 1 6.07993319509559
"2233" 6 "b" "CPLightVerb" 33 "CP1" 500 4 "crit" 1 1 0 1 1 1 6.21460809842219
"2235" 6 "b" "CPLightVerb" 29 "CP1" 359 4 "crit" 1 1 0 1 1 1 5.88332238848828
"2236" 6 "b" "CPLightVerb" 53 "CP1" 453 4 "crit" 1 1 0 1 1 1 6.11589212548303
"2238" 6 "b" "CPLightVerb" 17 "CP1" 485 4 "crit" 1 1 0 1 1 1 6.18414889093748
"2240" 6 "b" "CPLightVerb" 45 "CP1" 563 4 "crit" 1 1 0 1 1 1 6.33327962813969
"2245" 6 "b" "CPLightVerb" 9 "CP1" 281 4 "crit" 1 1 0 1 1 1 5.63835466933375
"2248" 6 "b" "CPLightVerb" 57 "CP1" 328 4 "crit" 1 1 0 1 1 1 5.79301360838414
"2255" 6 "c" "MainVerb" 2 "CP1" 454 4 "crit" 0.4 0 -1 -1 -1 1 6.11809719804135
"2256" 6 "c" "MainVerb" 42 "CP1" 328 4 "crit" 0.4 0 -1 -1 -1 1 5.79301360838414
"2260" 6 "c" "MainVerb" 50 "CP1" 532 4 "crit" 0.4 0 -1 -1 -1 1 6.27664348934164
"2263" 6 "c" "MainVerb" 10 "CP1" 437 4 "crit" 0.4 0 -1 -1 -1 1 6.07993319509559
"2267" 6 "c" "MainVerb" 54 "CP1" 500 4 "crit" 0.4 0 -1 -1 -1 1 6.21460809842219
"2269" 6 "c" "MainVerb" 18 "CP1" 609 4 "crit" 0.4 0 -1 -1 -1 1 6.4118182677099
"2272" 6 "c" "MainVerb" 58 "CP1" 578 4 "crit" 0.4 0 -1 -1 -1 1 6.35957386867238
"2279" 6 "c" "MainVerb" 46 "CP1" 687 4 "crit" 0.4 0 -1 -1 -1 1 6.53233429222235
"2280" 6 "c" "MainVerb" 30 "CP1" 562 4 "crit" 0.4 0 -1 -1 -1 1 6.33150184989369
"2287" 6 "c" "MainVerb" 26 "CP1" 500 4 "crit" 0.4 0 -1 -1 -1 1 6.21460809842219
"2289" 6 "c" "MainVerb" 38 "CP1" 453 4 "crit" 0.4 0 -1 -1 -1 1 6.11589212548303
"2290" 6 "c" "MainVerb" 6 "CP1" 484 4 "crit" 0.4 0 -1 -1 -1 1 6.18208490671663
"2293" 6 "c" "MainVerb" 22 "CP1" 453 4 "crit" 0.4 0 -1 -1 -1 1 6.11589212548303
"2294" 6 "c" "MainVerb" 14 "CP1" 1328 4 "crit" 0.4 0 -1 -1 -1 1 7.19142933003638
"2295" 6 "c" "MainVerb" 34 "CP1" 500 4 "crit" 0.4 0 -1 -1 -1 1 6.21460809842219
"2296" 6 "d" "MainVerb" 7 "CP1" 329 4 "crit" 0.4 0 1 -1 1 -1 5.79605775076537
"2297" 6 "d" "MainVerb" 59 "CP1" 578 4 "crit" 0.4 0 1 -1 1 -1 6.35957386867238
"2298" 6 "d" "MainVerb" 47 "CP1" 1500 4 "crit" 0.4 0 1 -1 1 -1 7.3132203870903
"2301" 6 "d" "MainVerb" 55 "CP1" 453 4 "crit" 0.4 0 1 -1 1 -1 6.11589212548303
"2303" 6 "d" "MainVerb" 3 "CP1" 516 4 "crit" 0.4 0 1 -1 1 -1 6.24610676548156
"2306" 6 "d" "MainVerb" 27 "CP1" 578 4 "crit" 0.4 0 1 -1 1 -1 6.35957386867238
"2307" 6 "d" "MainVerb" 31 "CP1" 375 4 "crit" 0.4 0 1 -1 1 -1 5.92692602597041
"2308" 6 "d" "MainVerb" 51 "CP1" 578 4 "crit" 0.4 0 1 -1 1 -1 6.35957386867238
"2309" 6 "d" "MainVerb" 43 "CP1" 421 4 "crit" 0.4 0 1 -1 1 -1 6.04263283368238
"2315" 6 "d" "MainVerb" 19 "CP1" 515 4 "crit" 0.4 0 1 -1 1 -1 6.24416690066374
"2317" 6 "d" "MainVerb" 11 "CP1" 1391 4 "crit" 0.4 0 1 -1 1 -1 7.23777819192344
"2326" 6 "d" "MainVerb" 35 "CP1" 281 4 "crit" 0.4 0 1 -1 1 -1 5.63835466933375
"2332" 6 "d" "MainVerb" 39 "CP1" 468 4 "crit" 0.4 0 1 -1 1 -1 6.14846829591765
"2333" 6 "d" "MainVerb" 23 "CP1" 359 4 "crit" 0.4 0 1 -1 1 -1 5.88332238848828
"2336" 6 "d" "MainVerb" 15 "CP1" 297 4 "crit" 0.4 0 1 -1 1 -1 5.6937321388027
"2343" 7 "a" "CPLightVerb" 47 "CP1" 547 4 "crit" 0.8 -1 0 1 -1 -1 6.30444880242198
"2348" 7 "a" "CPLightVerb" 35 "CP1" 375 4 "crit" 0.8 -1 0 1 -1 -1 5.92692602597041
"2349" 7 "a" "CPLightVerb" 39 "CP1" 500 4 "crit" 0.8 -1 0 1 -1 -1 6.21460809842219
"2355" 7 "a" "CPLightVerb" 55 "CP1" 1594 4 "crit" 0.8 -1 0 1 -1 -1 7.37400185935016
"2356" 7 "a" "CPLightVerb" 19 "CP1" 516 4 "crit" 0.8 -1 0 1 -1 -1 6.24610676548156
"2359" 7 "a" "CPLightVerb" 31 "CP1" 875 4 "crit" 0.8 -1 0 1 -1 -1 6.77422388635761
"2360" 7 "a" "CPLightVerb" 23 "CP1" 329 4 "crit" 0.8 -1 0 1 -1 -1 5.79605775076537
"2363" 7 "a" "CPLightVerb" 7 "CP1" 765 4 "crit" 0.8 -1 0 1 -1 -1 6.63987583382654
"2369" 7 "a" "CPLightVerb" 11 "CP1" 2640 4 "crit" 0.8 -1 0 1 -1 -1 7.87853419614036
"2372" 7 "a" "CPLightVerb" 3 "CP1" 531 4 "crit" 0.8 -1 0 1 -1 -1 6.27476202124194
"2373" 7 "a" "CPLightVerb" 15 "CP1" 406 4 "crit" 0.8 -1 0 1 -1 -1 6.00635315960173
"2376" 7 "a" "CPLightVerb" 51 "CP1" 672 4 "crit" 0.8 -1 0 1 -1 -1 6.51025834052315
"2380" 7 "a" "CPLightVerb" 27 "CP1" 610 4 "crit" 0.8 -1 0 1 -1 -1 6.41345895716736
"2381" 7 "a" "CPLightVerb" 43 "CP1" 1141 4 "crit" 0.8 -1 0 1 -1 -1 7.03966034986208
"2383" 7 "a" "CPLightVerb" 59 "CP1" 688 4 "crit" 0.8 -1 0 1 -1 -1 6.53378883793334
"2386" 7 "b" "CPLightVerb" 16 "CP1" 1172 4 "crit" 0.8 1 0 1 1 1 7.06646697013696
"2387" 7 "b" "CPLightVerb" 60 "CP1" 1469 4 "crit" 0.8 1 0 1 1 1 7.29233717617388
"2390" 7 "b" "CPLightVerb" 12 "CP1" 781 4 "crit" 0.8 1 0 1 1 1 6.66057514983969
"2401" 7 "b" "CPLightVerb" 24 "CP1" 718 4 "crit" 0.8 1 0 1 1 1 6.57646956904822
"2402" 7 "b" "CPLightVerb" 8 "CP1" 469 4 "crit" 0.8 1 0 1 1 1 6.15060276844628
"2404" 7 "b" "CPLightVerb" 44 "CP1" 625 4 "crit" 0.8 1 0 1 1 1 6.4377516497364
"2407" 7 "b" "CPLightVerb" 52 "CP1" 984 4 "crit" 0.8 1 0 1 1 1 6.89162589705225
"2409" 7 "b" "CPLightVerb" 4 "CP1" 1266 4 "crit" 0.8 1 0 1 1 1 7.14361760270412
"2413" 7 "b" "CPLightVerb" 56 "CP1" 516 4 "crit" 0.8 1 0 1 1 1 6.24610676548156
"2414" 7 "b" "CPLightVerb" 48 "CP1" 797 4 "crit" 0.8 1 0 1 1 1 6.68085467879022
"2419" 7 "b" "CPLightVerb" 32 "CP1" 453 4 "crit" 0.8 1 0 1 1 1 6.11589212548303
"2420" 7 "b" "CPLightVerb" 36 "CP1" 516 4 "crit" 0.8 1 0 1 1 1 6.24610676548156
"2423" 7 "b" "CPLightVerb" 28 "CP1" 437 4 "crit" 0.8 1 0 1 1 1 6.07993319509559
"2427" 7 "b" "CPLightVerb" 20 "CP1" 1203 4 "crit" 0.8 1 0 1 1 1 7.09257371597468
"2428" 7 "b" "CPLightVerb" 40 "CP1" 1282 4 "crit" 0.8 1 0 1 1 1 7.15617663748062
"2434" 7 "c" "MainVerb" 5 "CP1" 1969 4 "crit" 0.3 0 -1 -1 -1 1 7.58528107863913
"2436" 7 "c" "MainVerb" 17 "CP1" 578 4 "crit" 0.3 0 -1 -1 -1 1 6.35957386867238
"2437" 7 "c" "MainVerb" 9 "CP1" 484 4 "crit" 0.3 0 -1 -1 -1 1 6.18208490671663
"2440" 7 "c" "MainVerb" 57 "CP1" 421 4 "crit" 0.3 0 -1 -1 -1 1 6.04263283368238
"2443" 7 "c" "MainVerb" 21 "CP1" 562 4 "crit" 0.3 0 -1 -1 -1 1 6.33150184989369
"2444" 7 "c" "MainVerb" 45 "CP1" 781 4 "crit" 0.3 0 -1 -1 -1 1 6.66057514983969
"2445" 7 "c" "MainVerb" 49 "CP1" 485 4 "crit" 0.3 0 -1 -1 -1 1 6.18414889093748
"2446" 7 "c" "MainVerb" 29 "CP1" 516 4 "crit" 0.3 0 -1 -1 -1 1 6.24610676548156
"2450" 7 "c" "MainVerb" 41 "CP1" 531 4 "crit" 0.3 0 -1 -1 -1 1 6.27476202124194
"2457" 7 "c" "MainVerb" 1 "CP1" 406 4 "crit" 0.3 0 -1 -1 -1 1 6.00635315960173
"2459" 7 "c" "MainVerb" 13 "CP1" 953 4 "crit" 0.3 0 -1 -1 -1 1 6.8596149036542
"2461" 7 "c" "MainVerb" 37 "CP1" 421 4 "crit" 0.3 0 -1 -1 -1 1 6.04263283368238
"2463" 7 "c" "MainVerb" 33 "CP1" 453 4 "crit" 0.3 0 -1 -1 -1 1 6.11589212548303
"2468" 7 "c" "MainVerb" 25 "CP1" 500 4 "crit" 0.3 0 -1 -1 -1 1 6.21460809842219
"2472" 7 "c" "MainVerb" 53 "CP1" 734 4 "crit" 0.3 0 -1 -1 -1 1 6.59850902861452
"2478" 7 "d" "MainVerb" 54 "CP1" 469 4 "crit" 0.3 0 1 -1 1 -1 6.15060276844628
"2480" 7 "d" "MainVerb" 18 "CP1" 812 4 "crit" 0.3 0 1 -1 1 -1 6.69950034016168
"2481" 7 "d" "MainVerb" 50 "CP1" 719 4 "crit" 0.3 0 1 -1 1 -1 6.57786135772105
"2484" 7 "d" "MainVerb" 26 "CP1" 672 4 "crit" 0.3 0 1 -1 1 -1 6.51025834052315
"2490" 7 "d" "MainVerb" 58 "CP1" 1343 4 "crit" 0.3 0 1 -1 1 -1 7.20266119652324
"2491" 7 "d" "MainVerb" 30 "CP1" 1828 4 "crit" 0.3 0 1 -1 1 -1 7.5109777520141
"2492" 7 "d" "MainVerb" 14 "CP1" 860 4 "crit" 0.3 0 1 -1 1 -1 6.75693238924755
"2496" 7 "d" "MainVerb" 6 "CP1" 1047 4 "crit" 0.3 0 1 -1 1 -1 6.95368421087054
"2501" 7 "d" "MainVerb" 2 "CP1" 1453 4 "crit" 0.3 0 1 -1 1 -1 7.28138566357028
"2503" 7 "d" "MainVerb" 34 "CP1" 860 4 "crit" 0.3 0 1 -1 1 -1 6.75693238924755
"2506" 7 "d" "MainVerb" 46 "CP1" 734 4 "crit" 0.3 0 1 -1 1 -1 6.59850902861452
"2511" 7 "d" "MainVerb" 22 "CP1" 563 4 "crit" 0.3 0 1 -1 1 -1 6.33327962813969
"2513" 7 "d" "MainVerb" 10 "CP1" 485 4 "crit" 0.3 0 1 -1 1 -1 6.18414889093748
"2517" 7 "d" "MainVerb" 38 "CP1" 359 4 "crit" 0.3 0 1 -1 1 -1 5.88332238848828
"2519" 7 "d" "MainVerb" 42 "CP1" 500 4 "crit" 0.3 0 1 -1 1 -1 6.21460809842219
"2522" 8 "a" "CPLightVerb" 14 "CP1" 687 4 "crit" 0.2 -1 0 1 -1 -1 6.53233429222235
"2523" 8 "a" "CPLightVerb" 42 "CP1" 328 4 "crit" 0.2 -1 0 1 -1 -1 5.79301360838414
"2528" 8 "a" "CPLightVerb" 10 "CP1" 532 4 "crit" 0.2 -1 0 1 -1 -1 6.27664348934164
"2529" 8 "a" "CPLightVerb" 22 "CP1" 531 4 "crit" 0.2 -1 0 1 -1 -1 6.27476202124194
"2533" 8 "a" "CPLightVerb" 34 "CP1" 828 4 "crit" 0.2 -1 0 1 -1 -1 6.71901315438526
"2534" 8 "a" "CPLightVerb" 26 "CP1" 391 4 "crit" 0.2 -1 0 1 -1 -1 5.96870755998537
"2537" 8 "a" "CPLightVerb" 46 "CP1" 1610 4 "crit" 0.2 -1 0 1 -1 -1 7.38398945797851
"2538" 8 "a" "CPLightVerb" 18 "CP1" 1297 4 "crit" 0.2 -1 0 1 -1 -1 7.16780918431644
"2539" 8 "a" "CPLightVerb" 30 "CP1" 453 4 "crit" 0.2 -1 0 1 -1 -1 6.11589212548303
"2541" 8 "a" "CPLightVerb" 38 "CP1" 734 4 "crit" 0.2 -1 0 1 -1 -1 6.59850902861452
"2543" 8 "a" "CPLightVerb" 50 "CP1" 625 4 "crit" 0.2 -1 0 1 -1 -1 6.4377516497364
"2549" 8 "a" "CPLightVerb" 6 "CP1" 1422 4 "crit" 0.2 -1 0 1 -1 -1 7.25981961036319
"2554" 8 "a" "CPLightVerb" 2 "CP1" 969 4 "crit" 0.2 -1 0 1 -1 -1 6.87626461189077
"2558" 8 "a" "CPLightVerb" 58 "CP1" 641 4 "crit" 0.2 -1 0 1 -1 -1 6.46302945692067
"2560" 8 "a" "CPLightVerb" 54 "CP1" 2000 4 "crit" 0.2 -1 0 1 -1 -1 7.60090245954208
"2566" 8 "b" "CPLightVerb" 3 "CP1" 578 4 "crit" 0.2 1 0 1 1 1 6.35957386867238
"2567" 8 "b" "CPLightVerb" 31 "CP1" 469 4 "crit" 0.2 1 0 1 1 1 6.15060276844628
"2568" 8 "b" "CPLightVerb" 27 "CP1" 562 4 "crit" 0.2 1 0 1 1 1 6.33150184989369
"2574" 8 "b" "CPLightVerb" 7 "CP1" 469 4 "crit" 0.2 1 0 1 1 1 6.15060276844628
"2576" 8 "b" "CPLightVerb" 39 "CP1" 484 4 "crit" 0.2 1 0 1 1 1 6.18208490671663
"2579" 8 "b" "CPLightVerb" 11 "CP1" 1063 4 "crit" 0.2 1 0 1 1 1 6.96885037834195
"2581" 8 "b" "CPLightVerb" 43 "CP1" 2890 4 "crit" 0.2 1 0 1 1 1 7.96901178110648
"2584" 8 "b" "CPLightVerb" 19 "CP1" 1813 4 "crit" 0.2 1 0 1 1 1 7.50273821075485
"2590" 8 "b" "CPLightVerb" 23 "CP1" 375 4 "crit" 0.2 1 0 1 1 1 5.92692602597041
"2595" 8 "b" "CPLightVerb" 55 "CP1" 1796 4 "crit" 0.2 1 0 1 1 1 7.49331724886215
"2596" 8 "b" "CPLightVerb" 47 "CP1" 657 4 "crit" 0.2 1 0 1 1 1 6.48768401848461
"2600" 8 "b" "CPLightVerb" 35 "CP1" 907 4 "crit" 0.2 1 0 1 1 1 6.81014245011514
"2601" 8 "b" "CPLightVerb" 59 "CP1" 687 4 "crit" 0.2 1 0 1 1 1 6.53233429222235
"2603" 8 "b" "CPLightVerb" 51 "CP1" 640 4 "crit" 0.2 1 0 1 1 1 6.46146817635372
"2606" 8 "b" "CPLightVerb" 15 "CP1" 750 4 "crit" 0.2 1 0 1 1 1 6.62007320653036
"2611" 8 "c" "MainVerb" 52 "CP1" 1047 4 "crit" 0 0 -1 -1 -1 1 6.95368421087054
"2612" 8 "c" "MainVerb" 56 "CP1" 2406 4 "crit" 0 0 -1 -1 -1 1 7.78572089653462
"2613" 8 "c" "MainVerb" 24 "CP1" 1516 4 "crit" 0 0 -1 -1 -1 1 7.32383056620232
"2616" 8 "c" "MainVerb" 44 "CP1" 2265 4 "crit" 0 0 -1 -1 -1 1 7.72533003791713
"2622" 8 "c" "MainVerb" 16 "CP1" 781 4 "crit" 0 0 -1 -1 -1 1 6.66057514983969
"2623" 8 "c" "MainVerb" 28 "CP1" 985 4 "crit" 0 0 -1 -1 -1 1 6.89264164117209
"2624" 8 "c" "MainVerb" 20 "CP1" 641 4 "crit" 0 0 -1 -1 -1 1 6.46302945692067
"2629" 8 "c" "MainVerb" 32 "CP1" 750 4 "crit" 0 0 -1 -1 -1 1 6.62007320653036
"2630" 8 "c" "MainVerb" 40 "CP1" 1594 4 "crit" 0 0 -1 -1 -1 1 7.37400185935016
"2633" 8 "c" "MainVerb" 12 "CP1" 3984 4 "crit" 0 0 -1 -1 -1 1 8.29004161870449
"2634" 8 "c" "MainVerb" 8 "CP1" 766 4 "crit" 0 0 -1 -1 -1 1 6.64118216974059
"2638" 8 "c" "MainVerb" 36 "CP1" 1891 4 "crit" 0 0 -1 -1 -1 1 7.54486106865846
"2639" 8 "c" "MainVerb" 4 "CP1" 1485 4 "crit" 0 0 -1 -1 -1 1 7.3031700512368
"2650" 8 "c" "MainVerb" 60 "CP1" 3172 4 "crit" 0 0 -1 -1 -1 1 8.06211758275474
"2652" 8 "c" "MainVerb" 48 "CP1" 859 4 "crit" 0 0 -1 -1 -1 1 6.75576892198425
"2656" 8 "d" "MainVerb" 33 "CP1" 531 4 "crit" 0 0 1 -1 1 -1 6.27476202124194
"2657" 8 "d" "MainVerb" 57 "CP1" 641 4 "crit" 0 0 1 -1 1 -1 6.46302945692067
"2659" 8 "d" "MainVerb" 25 "CP1" 547 4 "crit" 0 0 1 -1 1 -1 6.30444880242198
"2661" 8 "d" "MainVerb" 29 "CP1" 1266 4 "crit" 0 0 1 -1 1 -1 7.14361760270412
"2670" 8 "d" "MainVerb" 53 "CP1" 500 4 "crit" 0 0 1 -1 1 -1 6.21460809842219
"2672" 8 "d" "MainVerb" 17 "CP1" 1250 4 "crit" 0 0 1 -1 1 -1 7.13089883029635
"2673" 8 "d" "MainVerb" 1 "CP1" 422 4 "crit" 0 0 1 -1 1 -1 6.04500531403601
"2674" 8 "d" "MainVerb" 5 "CP1" 2360 4 "crit" 0 0 1 -1 1 -1 7.76641689801966
"2676" 8 "d" "MainVerb" 41 "CP1" 1000 4 "crit" 0 0 1 -1 1 -1 6.90775527898214
"2681" 8 "d" "MainVerb" 9 "CP1" 2516 4 "crit" 0 0 1 -1 1 -1 7.83042561782033
"2685" 8 "d" "MainVerb" 21 "CP1" 1656 4 "crit" 0 0 1 -1 1 -1 7.4121603349452
"2686" 8 "d" "MainVerb" 37 "CP1" 1421 4 "crit" 0 0 1 -1 1 -1 7.2591161280971
"2691" 8 "d" "MainVerb" 13 "CP1" 610 4 "crit" 0 0 1 -1 1 -1 6.41345895716736
"2692" 8 "d" "MainVerb" 49 "CP1" 1234 4 "crit" 0 0 1 -1 1 -1 7.11801620446533
"2700" 8 "d" "MainVerb" 45 "CP1" 1578 4 "crit" 0 0 1 -1 1 -1 7.36391350140582
"2704" 9 "a" "CPLightVerb" 37 "CP1" 547 4 "crit" 1 -1 0 1 -1 -1 6.30444880242198
"2710" 9 "a" "CPLightVerb" 33 "CP1" 640 4 "crit" 1 -1 0 1 -1 -1 6.46146817635372
"2715" 9 "a" "CPLightVerb" 53 "CP1" 641 4 "crit" 1 -1 0 1 -1 -1 6.46302945692067
"2718" 9 "a" "CPLightVerb" 45 "CP1" 1453 4 "crit" 1 -1 0 1 -1 -1 7.28138566357028
"2721" 9 "a" "CPLightVerb" 41 "CP1" 469 4 "crit" 1 -1 0 1 -1 -1 6.15060276844628
"2725" 9 "a" "CPLightVerb" 25 "CP1" 703 4 "crit" 1 -1 0 1 -1 -1 6.55535689181067
"2729" 9 "a" "CPLightVerb" 9 "CP1" 610 4 "crit" 1 -1 0 1 -1 -1 6.41345895716736
"2730" 9 "a" "CPLightVerb" 21 "CP1" 531 4 "crit" 1 -1 0 1 -1 -1 6.27476202124194
"2734" 9 "a" "CPLightVerb" 57 "CP1" 687 4 "crit" 1 -1 0 1 -1 -1 6.53233429222235
"2735" 9 "a" "CPLightVerb" 13 "CP1" 516 4 "crit" 1 -1 0 1 -1 -1 6.24610676548156
"2738" 9 "a" "CPLightVerb" 17 "CP1" 687 4 "crit" 1 -1 0 1 -1 -1 6.53233429222235
"2739" 9 "a" "CPLightVerb" 49 "CP1" 563 4 "crit" 1 -1 0 1 -1 -1 6.33327962813969
"2740" 9 "a" "CPLightVerb" 29 "CP1" 734 4 "crit" 1 -1 0 1 -1 -1 6.59850902861452
"2743" 9 "a" "CPLightVerb" 1 "CP1" 500 4 "crit" 1 -1 0 1 -1 -1 6.21460809842219
"2745" 9 "a" "CPLightVerb" 5 "CP1" 1078 4 "crit" 1 -1 0 1 -1 -1 6.98286275146894
"2752" 9 "b" "CPLightVerb" 58 "CP1" 484 4 "crit" 1 1 0 1 1 1 6.18208490671663
"2754" 9 "b" "CPLightVerb" 38 "CP1" 625 4 "crit" 1 1 0 1 1 1 6.4377516497364
"2757" 9 "b" "CPLightVerb" 30 "CP1" 484 4 "crit" 1 1 0 1 1 1 6.18208490671663
"2759" 9 "b" "CPLightVerb" 22 "CP1" 562 4 "crit" 1 1 0 1 1 1 6.33150184989369
"2762" 9 "b" "CPLightVerb" 34 "CP1" 1312 4 "crit" 1 1 0 1 1 1 7.17930796950403
"2766" 9 "b" "CPLightVerb" 54 "CP1" 719 4 "crit" 1 1 0 1 1 1 6.57786135772105
"2768" 9 "b" "CPLightVerb" 6 "CP1" 2219 4 "crit" 1 1 0 1 1 1 7.70481192293259
"2774" 9 "b" "CPLightVerb" 10 "CP1" 781 4 "crit" 1 1 0 1 1 1 6.66057514983969
"2775" 9 "b" "CPLightVerb" 46 "CP1" 937 4 "crit" 1 1 0 1 1 1 6.84268328223842
"2776" 9 "b" "CPLightVerb" 2 "CP1" 812 4 "crit" 1 1 0 1 1 1 6.69950034016168
"2777" 9 "b" "CPLightVerb" 26 "CP1" 343 4 "crit" 1 1 0 1 1 1 5.83773044716594
"2778" 9 "b" "CPLightVerb" 18 "CP1" 1547 4 "crit" 1 1 0 1 1 1 7.34407285057307
"2782" 9 "b" "CPLightVerb" 14 "CP1" 1391 4 "crit" 1 1 0 1 1 1 7.23777819192344
"2787" 9 "b" "CPLightVerb" 42 "CP1" 375 4 "crit" 1 1 0 1 1 1 5.92692602597041
"2790" 9 "b" "CPLightVerb" 50 "CP1" 656 4 "crit" 1 1 0 1 1 1 6.48616078894409
"2791" 9 "c" "MainVerb" 11 "CP1" 1656 4 "crit" 0.7 0 -1 -1 -1 1 7.4121603349452
"2792" 9 "c" "MainVerb" 43 "CP1" 407 4 "crit" 0.7 0 -1 -1 -1 1 6.00881318544259
"2793" 9 "c" "MainVerb" 47 "CP1" 1171 4 "crit" 0.7 0 -1 -1 -1 1 7.06561336359772
"2795" 9 "c" "MainVerb" 23 "CP1" 562 4 "crit" 0.7 0 -1 -1 -1 1 6.33150184989369
"2796" 9 "c" "MainVerb" 7 "CP1" 438 4 "crit" 0.7 0 -1 -1 -1 1 6.08221891037645
"2798" 9 "c" "MainVerb" 59 "CP1" 1094 4 "crit" 0.7 0 -1 -1 -1 1 6.99759598298193
"2801" 9 "c" "MainVerb" 39 "CP1" 750 4 "crit" 0.7 0 -1 -1 -1 1 6.62007320653036
"2804" 9 "c" "MainVerb" 51 "CP1" 2219 4 "crit" 0.7 0 -1 -1 -1 1 7.70481192293259
"2808" 9 "c" "MainVerb" 31 "CP1" 562 4 "crit" 0.7 0 -1 -1 -1 1 6.33150184989369
"2814" 9 "c" "MainVerb" 27 "CP1" 781 4 "crit" 0.7 0 -1 -1 -1 1 6.66057514983969
"2817" 9 "c" "MainVerb" 3 "CP1" 656 4 "crit" 0.7 0 -1 -1 -1 1 6.48616078894409
"2820" 9 "c" "MainVerb" 19 "CP1" 594 4 "crit" 0.7 0 -1 -1 -1 1 6.38687931936265
